"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed"
"3490","2011-08-15 07:00:00",3,0,1,1,24.6,27.275,88,16.9979
"3508","2011-08-16 01:00:00",3,0,1,1,26.24,30.305,69,11.0014
"3509","2011-08-16 02:00:00",3,0,1,1,25.42,29.545,73,15.0013
"3511","2011-08-16 04:00:00",3,0,1,1,26.24,30.305,69,19.9995
"3514","2011-08-16 07:00:00",3,0,1,1,26.24,30.305,69,16.9979
"3515","2011-08-16 08:00:00",3,0,1,1,28.7,32.575,58,30.0026
"3528","2011-08-16 21:00:00",3,0,1,1,29.52,33.335,54,0
"3534","2011-08-17 03:00:00",3,0,1,1,26.24,29.545,78,0
"3535","2011-08-17 04:00:00",3,0,1,1,26.24,30.305,73,0
"3539","2011-08-17 08:00:00",3,0,1,1,28.7,32.575,54,11.0014
"3541","2011-08-17 10:00:00",3,0,1,1,31.16,34.09,43,6.0032
"3545","2011-08-17 14:00:00",3,0,1,1,33.62,36.365,36,11.0014
"3556","2011-08-18 01:00:00",3,0,1,2,27.06,31.06,65,11.0014
"3565","2011-08-18 10:00:00",3,0,1,1,30.34,34.85,66,16.9979
"3569","2011-08-18 14:00:00",3,0,1,1,33.62,37.88,46,22.0028
"3571","2011-08-18 16:00:00",3,0,1,1,32.8,36.365,46,23.9994
"3574","2011-08-18 19:00:00",3,0,1,1,27.06,30.305,83,7.0015
"3584","2011-08-19 05:00:00",3,0,1,1,26.24,28.79,83,0
"3587","2011-08-19 08:00:00",3,0,1,2,27.06,30.305,83,0
"3590","2011-08-19 11:00:00",3,0,1,2,29.52,34.09,66,6.0032
"3591","2011-08-19 12:00:00",3,0,1,2,30.34,34.09,62,6.0032
"3593","2011-08-19 14:00:00",3,0,1,1,31.98,36.365,55,12.998
"3605","2011-09-01 02:00:00",3,0,1,1,23.78,27.275,78,6.0032
"3608","2011-09-01 05:00:00",3,0,1,1,22.96,26.515,73,6.0032
"3625","2011-09-01 22:00:00",3,0,1,2,27.06,31.06,57,15.0013
"3630","2011-09-02 03:00:00",3,0,1,2,24.6,28.03,83,11.0014
"3631","2011-09-02 04:00:00",3,0,1,1,24.6,28.03,83,6.0032
"3638","2011-09-02 11:00:00",3,0,1,2,27.06,31.06,74,7.0015
"3640","2011-09-02 13:00:00",3,0,1,2,27.88,31.82,65,8.9981
"3642","2011-09-02 15:00:00",3,0,1,2,28.7,32.575,61,16.9979
"3650","2011-09-02 23:00:00",3,0,1,2,26.24,30.305,73,11.0014
"3652","2011-09-03 01:00:00",3,0,0,2,26.24,30.305,69,16.9979
"3668","2011-09-03 17:00:00",3,0,0,1,29.52,34.09,70,15.0013
"3671","2011-09-03 20:00:00",3,0,0,1,28.7,33.335,79,11.0014
"3680","2011-09-04 05:00:00",3,0,0,1,26.24,28.79,83,8.9981
"3686","2011-09-04 11:00:00",3,0,0,1,30.34,34.85,70,11.0014
"3687","2011-09-04 12:00:00",3,0,0,1,31.16,36.365,66,11.0014
"3689","2011-09-04 14:00:00",3,0,0,1,31.98,37.88,66,22.0028
"3696","2011-09-04 21:00:00",3,0,0,1,29.52,34.85,74,16.9979
"3697","2011-09-04 22:00:00",3,0,0,2,29.52,34.85,74,19.0012
"3699","2011-09-05 00:00:00",3,1,0,2,28.7,33.335,74,15.0013
"3705","2011-09-05 06:00:00",3,1,0,2,27.06,31.06,74,8.9981
"3714","2011-09-05 15:00:00",3,1,0,2,27.88,31.82,79,19.0012
"3715","2011-09-05 16:00:00",3,1,0,2,27.88,31.82,79,19.0012
"3728","2011-09-06 06:00:00",3,0,1,2,22.14,25.76,88,22.0028
"3731","2011-09-06 09:00:00",3,0,1,2,22.14,25.76,81,27.9993
"3737","2011-09-06 15:00:00",3,0,1,3,22.14,25.76,94,26.0027
"3738","2011-09-06 16:00:00",3,0,1,3,22.14,25.76,94,26.0027
"3741","2011-09-06 19:00:00",3,0,1,2,22.14,25.76,88,27.9993
"3743","2011-09-06 21:00:00",3,0,1,3,22.14,25.76,88,19.0012
"3745","2011-09-06 23:00:00",3,0,1,3,22.14,25.76,94,16.9979
"3748","2011-09-07 02:00:00",3,0,1,2,22.14,25.76,94,15.0013
"3750","2011-09-07 04:00:00",3,0,1,3,22.96,26.515,94,11.0014
"3755","2011-09-07 09:00:00",3,0,1,3,24.6,27.275,88,8.9981
"3764","2011-09-07 18:00:00",3,0,1,3,26.24,28.79,89,0
"3770","2011-09-08 00:00:00",3,0,1,3,24.6,25,100,12.998
"3772","2011-09-08 03:00:00",3,0,1,3,25.42,27.275,94,0
"3780","2011-09-08 11:00:00",3,0,1,2,26.24,28.03,94,15.0013
"3790","2011-09-08 21:00:00",3,0,1,3,26.24,28.03,94,7.0015
"3791","2011-09-08 22:00:00",3,0,1,3,25.42,25.76,100,6.0032
"3793","2011-09-09 00:00:00",3,0,1,3,26.24,28.03,94,12.998
"3794","2011-09-09 01:00:00",3,0,1,2,25.42,25.76,100,11.0014
"3796","2011-09-09 03:00:00",3,0,1,2,25.42,27.275,94,16.9979
"3797","2011-09-09 04:00:00",3,0,1,3,25.42,27.275,94,11.0014
"3800","2011-09-09 07:00:00",3,0,1,3,25.42,25.76,100,16.9979
"3826","2011-09-10 09:00:00",3,0,0,1,26.24,29.545,78,19.9995
"3834","2011-09-10 17:00:00",3,0,0,1,30.34,34.09,55,15.0013
"3837","2011-09-10 20:00:00",3,0,0,1,27.06,31.06,69,7.0015
"3838","2011-09-10 21:00:00",3,0,0,1,26.24,29.545,78,6.0032
"3842","2011-09-11 01:00:00",3,0,0,2,25.42,28.03,88,0
"3844","2011-09-11 03:00:00",3,0,0,2,25.42,29.545,78,6.0032
"3860","2011-09-11 19:00:00",3,0,0,1,26.24,30.305,69,7.0015
"3871","2011-09-12 07:00:00",3,0,1,1,23.78,27.275,83,0
"3880","2011-09-12 16:00:00",3,0,1,1,29.52,33.335,48,0
"3887","2011-09-12 23:00:00",3,0,1,1,25.42,28.79,83,7.0015
"3889","2011-09-13 01:00:00",3,0,1,1,23.78,27.275,83,7.0015
"3892","2011-09-13 04:00:00",3,0,1,1,22.96,26.515,88,0
"3893","2011-09-13 05:00:00",3,0,1,1,22.96,26.515,88,0
"3896","2011-09-13 08:00:00",3,0,1,1,24.6,28.03,81,7.0015
"3900","2011-09-13 12:00:00",3,0,1,1,29.52,33.335,58,15.0013
"3903","2011-09-13 15:00:00",3,0,1,1,30.34,33.335,51,19.9995
"3910","2011-09-13 22:00:00",3,0,1,1,26.24,29.545,78,8.9981
"3918","2011-09-14 06:00:00",3,0,1,1,23.78,27.275,88,7.0015
"3928","2011-09-14 16:00:00",3,0,1,1,31.16,34.85,52,19.0012
"3930","2011-09-14 18:00:00",3,0,1,1,29.52,34.09,62,11.0014
"3933","2011-09-14 21:00:00",3,0,1,2,27.06,31.06,65,15.0013
"3943","2011-09-15 07:00:00",3,0,1,2,25.42,29.545,78,12.998
"3947","2011-09-15 11:00:00",3,0,1,2,27.88,31.82,65,8.9981
"3960","2011-09-16 00:00:00",3,0,1,1,17.22,21.21,71,15.0013
"3961","2011-09-16 01:00:00",3,0,1,1,17.22,21.21,67,12.998
"3962","2011-09-16 02:00:00",3,0,1,1,16.4,20.455,71,19.0012
"3969","2011-09-16 09:00:00",3,0,1,1,18.86,22.725,55,16.9979
"3979","2011-09-16 19:00:00",3,0,1,2,20.5,24.24,55,11.0014
"3981","2011-09-16 21:00:00",3,0,1,2,20.5,24.24,63,0
"4010","2011-09-18 02:00:00",3,0,0,1,18.04,21.97,82,16.9979
"4019","2011-09-18 11:00:00",3,0,0,1,21.32,25,68,15.0013
"4030","2011-09-18 22:00:00",3,0,0,2,22.14,25.76,68,6.0032
"4035","2011-09-19 03:00:00",3,0,1,2,20.5,24.24,77,8.9981
"4052","2011-09-19 20:00:00",3,0,1,2,22.96,26.515,68,8.9981
"4059","2011-10-01 03:00:00",4,0,0,1,18.86,22.725,59,27.9993
"4061","2011-10-01 05:00:00",4,0,0,2,18.04,21.97,62,19.9995
"4064","2011-10-01 08:00:00",4,0,0,2,16.4,20.455,76,22.0028
"4066","2011-10-01 10:00:00",4,0,0,3,16.4,20.455,76,23.9994
"4070","2011-10-01 14:00:00",4,0,0,2,17.22,21.21,71,23.9994
"4086","2011-10-02 06:00:00",4,0,0,1,13.12,15.91,81,11.0014
"4091","2011-10-02 11:00:00",4,0,0,2,15.58,19.695,66,16.9979
"4093","2011-10-02 13:00:00",4,0,0,3,16.4,20.455,62,15.0013
"4095","2011-10-02 15:00:00",4,0,0,3,14.76,16.665,81,16.9979
"4097","2011-10-02 17:00:00",4,0,0,3,14.76,17.425,87,11.0014
"4098","2011-10-02 18:00:00",4,0,0,2,14.76,17.425,81,12.998
"4100","2011-10-02 20:00:00",4,0,0,2,14.76,16.665,76,16.9979
"4101","2011-10-02 21:00:00",4,0,0,1,14.76,17.425,71,15.0013
"4103","2011-10-02 23:00:00",4,0,0,1,14.76,18.18,81,6.0032
"4109","2011-10-03 05:00:00",4,0,1,2,14.76,18.18,76,7.0015
"4113","2011-10-03 09:00:00",4,0,1,2,16.4,20.455,66,6.0032
"4120","2011-10-03 16:00:00",4,0,1,2,16.4,20.455,76,7.0015
"4122","2011-10-03 18:00:00",4,0,1,2,16.4,20.455,76,11.0014
"4129","2011-10-04 01:00:00",4,0,1,2,16.4,20.455,87,7.0015
"4132","2011-10-04 04:00:00",4,0,1,1,16.4,20.455,82,6.0032
"4137","2011-10-04 09:00:00",4,0,1,1,18.86,22.725,67,16.9979
"4145","2011-10-04 17:00:00",4,0,1,1,22.96,26.515,60,26.0027
"4150","2011-10-04 22:00:00",4,0,1,1,20.5,24.24,72,8.9981
"4163","2011-10-05 11:00:00",4,0,1,1,24.6,31.06,46,19.0012
"4167","2011-10-05 15:00:00",4,0,1,1,26.24,31.06,47,19.0012
"4168","2011-10-05 16:00:00",4,0,1,1,26.24,31.06,47,22.0028
"4169","2011-10-05 17:00:00",4,0,1,1,26.24,31.06,47,16.9979
"4170","2011-10-05 18:00:00",4,0,1,1,24.6,31.06,53,11.0014
"4172","2011-10-05 20:00:00",4,0,1,1,21.32,25,77,11.0014
"4175","2011-10-05 23:00:00",4,0,1,1,20.5,24.24,77,7.0015
"4177","2011-10-06 01:00:00",4,0,1,1,19.68,23.485,63,12.998
"4184","2011-10-06 08:00:00",4,0,1,1,18.04,21.97,62,11.0014
"4185","2011-10-06 09:00:00",4,0,1,1,18.86,22.725,63,12.998
"4191","2011-10-06 15:00:00",4,0,1,1,23.78,27.275,46,8.9981
"4193","2011-10-06 17:00:00",4,0,1,1,22.96,26.515,52,8.9981
"4197","2011-10-06 21:00:00",4,0,1,1,18.86,22.725,88,6.0032
"4200","2011-10-07 00:00:00",4,0,1,1,18.04,21.97,88,0
"4201","2011-10-07 01:00:00",4,0,1,1,18.04,21.97,88,0
"4207","2011-10-07 07:00:00",4,0,1,1,17.22,21.21,94,0
"4220","2011-10-07 20:00:00",4,0,1,1,22.14,25.76,49,0
"4229","2011-10-08 05:00:00",4,0,0,1,17.22,21.21,88,7.0015
"4230","2011-10-08 06:00:00",4,0,0,1,17.22,21.21,94,0
"4232","2011-10-08 08:00:00",4,0,0,1,18.86,22.725,82,0
"4243","2011-10-08 19:00:00",4,0,0,1,22.14,25.76,68,8.9981
"4244","2011-10-08 20:00:00",4,0,0,1,21.32,25,77,7.0015
"4249","2011-10-09 01:00:00",4,0,0,1,18.86,22.725,88,0
"4256","2011-10-09 08:00:00",4,0,0,1,18.86,22.725,88,0
"4264","2011-10-09 16:00:00",4,0,0,1,27.06,31.06,50,8.9981
"4266","2011-10-09 18:00:00",4,0,0,1,26.24,31.06,50,7.0015
"4272","2011-10-10 00:00:00",4,1,0,1,20.5,24.24,94,0
"4279","2011-10-10 07:00:00",4,1,0,1,18.86,22.725,88,0
"4294","2011-10-10 22:00:00",4,1,0,1,22.96,26.515,88,6.0032
"4303","2011-10-11 07:00:00",4,0,1,2,21.32,25,88,6.0032
"4312","2011-10-11 16:00:00",4,0,1,2,24.6,29.545,73,11.0014
"4316","2011-10-11 20:00:00",4,0,1,2,23.78,27.275,83,15.0013
"4319","2011-10-11 23:00:00",4,0,1,2,22.96,26.515,83,19.0012
"4321","2011-10-12 01:00:00",4,0,1,3,22.96,26.515,83,8.9981
"4327","2011-10-12 07:00:00",4,0,1,2,22.14,25.76,88,26.0027
"4336","2011-10-12 16:00:00",4,0,1,2,22.96,26.515,88,15.0013
"4339","2011-10-12 19:00:00",4,0,1,3,22.14,25.76,94,8.9981
"4344","2011-10-13 00:00:00",4,0,1,2,22.14,25.76,94,8.9981
"4355","2011-10-13 11:00:00",4,0,1,2,25.42,28.79,83,0
"4358","2011-10-13 14:00:00",4,0,1,1,27.06,30.305,78,12.998
"4361","2011-10-13 17:00:00",4,0,1,3,25.42,28.79,83,16.9979
"4362","2011-10-13 18:00:00",4,0,1,3,25.42,28.79,83,16.9979
"4368","2011-10-14 00:00:00",4,0,1,1,23.78,27.275,94,6.0032
"4381","2011-10-14 13:00:00",4,0,1,1,22.96,26.515,73,23.9994
"4384","2011-10-14 16:00:00",4,0,1,1,24.6,31.06,43,15.0013
"4388","2011-10-14 20:00:00",4,0,1,1,21.32,25,42,12.998
"4392","2011-10-15 00:00:00",4,0,0,1,18.86,22.725,55,7.0015
"4400","2011-10-15 08:00:00",4,0,0,1,18.86,22.725,59,19.0012
"4401","2011-10-15 09:00:00",4,0,0,1,21.32,25,48,19.9995
"4402","2011-10-15 10:00:00",4,0,0,1,22.14,25.76,45,30.0026
"4411","2011-10-15 19:00:00",4,0,0,1,20.5,24.24,51,8.9981
"4412","2011-10-15 20:00:00",4,0,0,1,20.5,24.24,48,8.9981
"4415","2011-10-15 23:00:00",4,0,0,1,19.68,23.485,41,11.0014
"4418","2011-10-16 02:00:00",4,0,0,1,17.22,21.21,54,8.9981
"4421","2011-10-16 05:00:00",4,0,0,1,17.22,21.21,54,11.0014
"4426","2011-10-16 10:00:00",4,0,0,1,22.14,25.76,45,16.9979
"4429","2011-10-16 13:00:00",4,0,0,1,24.6,31.06,35,19.9995
"4430","2011-10-16 14:00:00",4,0,0,1,24.6,31.06,40,19.9995
"4433","2011-10-16 17:00:00",4,0,0,1,23.78,27.275,49,31.0009
"4435","2011-10-16 19:00:00",4,0,0,1,22.14,25.76,52,26.0027
"4440","2011-10-17 00:00:00",4,0,1,1,22.14,25.76,56,22.0028
"4446","2011-10-17 06:00:00",4,0,1,1,20.5,24.24,55,16.9979
"4450","2011-10-17 10:00:00",4,0,1,1,21.32,25,45,11.0014
"4462","2011-10-17 22:00:00",4,0,1,1,20.5,24.24,77,0
"4466","2011-10-18 02:00:00",4,0,1,1,18.04,21.97,94,6.0032
"4473","2011-10-18 09:00:00",4,0,1,2,21.32,25,77,6.0032
"4482","2011-10-18 18:00:00",4,0,1,1,22.96,26.515,68,7.0015
"4485","2011-10-18 21:00:00",4,0,1,2,22.14,25.76,68,8.9981
"4490","2011-10-19 02:00:00",4,0,1,2,21.32,25,77,12.998
"4496","2011-10-19 09:00:00",4,0,1,3,21.32,25,88,32.9975
"4530","2011-11-01 19:00:00",4,0,1,1,17.22,21.21,58,6.0032
"4536","2011-11-02 01:00:00",4,0,1,1,12.3,16.665,87,0
"4537","2011-11-02 02:00:00",4,0,1,1,12.3,16.665,87,0
"4540","2011-11-02 05:00:00",4,0,1,1,12.3,16.665,81,0
"4547","2011-11-02 12:00:00",4,0,1,1,18.86,22.725,55,11.0014
"4552","2011-11-02 17:00:00",4,0,1,1,18.04,21.97,62,12.998
"4556","2011-11-02 21:00:00",4,0,1,1,15.58,19.695,71,8.9981
"4565","2011-11-03 06:00:00",4,0,1,1,13.94,16.665,76,12.998
"4578","2011-11-03 19:00:00",4,0,1,1,18.04,21.97,67,6.0032
"4590","2011-11-04 07:00:00",4,0,1,2,16.4,20.455,86,15.0013
"4598","2011-11-04 15:00:00",4,0,1,1,18.86,22.725,44,26.0027
"4606","2011-11-04 23:00:00",4,0,1,1,13.12,15.15,49,22.0028
"4607","2011-11-05 00:00:00",4,0,0,1,13.12,14.395,45,23.9994
"4614","2011-11-05 07:00:00",4,0,0,1,10.66,12.12,60,19.0012
"4618","2011-11-05 11:00:00",4,0,0,1,14.76,18.18,46,7.0015
"4621","2011-11-05 14:00:00",4,0,0,1,17.22,21.21,35,8.9981
"4627","2011-11-05 20:00:00",4,0,0,1,13.12,17.425,66,0
"4632","2011-11-06 01:00:00",4,0,0,1,10.66,15.15,81,0
"4636","2011-11-06 05:00:00",4,0,0,1,9.84,12.12,87,8.9981
"4640","2011-11-06 09:00:00",4,0,0,2,12.3,15.91,75,6.0032
"4642","2011-11-06 11:00:00",4,0,0,1,17.22,21.21,58,6.0032
"4657","2011-11-07 02:00:00",4,0,1,1,13.12,17.425,93,0
"4669","2011-11-07 14:00:00",4,0,1,1,22.96,26.515,37,11.0014
"4671","2011-11-07 16:00:00",4,0,1,1,21.32,25,45,0
"4674","2011-11-07 19:00:00",4,0,1,1,18.86,22.725,59,0
"4675","2011-11-07 20:00:00",4,0,1,1,16.4,20.455,71,0
"4683","2011-11-08 04:00:00",4,0,1,1,12.3,16.665,87,0
"4684","2011-11-08 05:00:00",4,0,1,1,12.3,15.91,87,6.0032
"4693","2011-11-08 14:00:00",4,0,1,1,22.96,26.515,46,7.0015
"4700","2011-11-08 21:00:00",4,0,1,1,16.4,20.455,76,0
"4702","2011-11-08 23:00:00",4,0,1,1,14.76,18.94,81,0
"4708","2011-11-09 05:00:00",4,0,1,1,12.3,16.665,87,0
"4719","2011-11-09 16:00:00",4,0,1,1,21.32,25,48,12.998
"4731","2011-11-10 04:00:00",4,0,1,1,15.58,19.695,94,6.0032
"4732","2011-11-10 05:00:00",4,0,1,2,14.76,17.425,100,8.9981
"4741","2011-11-10 14:00:00",4,0,1,3,14.76,16.665,87,19.0012
"4743","2011-11-10 16:00:00",4,0,1,3,14.76,17.425,81,15.0013
"4745","2011-11-10 18:00:00",4,0,1,2,14.76,17.425,81,11.0014
"4749","2011-11-10 22:00:00",4,0,1,1,14.76,16.665,53,19.0012
"4751","2011-11-11 00:00:00",4,1,0,1,13.94,15.91,53,16.9979
"4758","2011-11-11 07:00:00",4,1,0,1,11.48,13.635,45,16.9979
"4764","2011-11-11 13:00:00",4,1,0,1,15.58,19.695,37,36.9974
"4767","2011-11-11 16:00:00",4,1,0,1,14.76,16.665,34,22.0028
"4771","2011-11-11 20:00:00",4,1,0,1,13.12,15.91,39,12.998
"4773","2011-11-11 22:00:00",4,1,0,1,13.12,15.91,39,12.998
"4779","2011-11-12 04:00:00",4,0,0,1,8.2,10.605,80,8.9981
"4782","2011-11-12 07:00:00",4,0,0,1,9.02,11.365,75,12.998
"4788","2011-11-12 13:00:00",4,0,0,1,19.68,23.485,36,19.0012
"4793","2011-11-12 18:00:00",4,0,0,1,17.22,21.21,58,12.998
"4794","2011-11-12 19:00:00",4,0,0,1,17.22,21.21,50,16.9979
"4806","2011-11-13 07:00:00",4,0,0,1,13.94,15.91,66,15.0013
"4812","2011-11-13 13:00:00",4,0,0,2,21.32,25,29,27.9993
"4821","2011-11-13 22:00:00",4,0,0,1,19.68,23.485,41,26.0027
"4824","2011-11-14 01:00:00",4,0,1,1,18.86,22.725,63,19.9995
"4828","2011-11-14 05:00:00",4,0,1,2,18.04,21.97,67,16.9979
"4832","2011-11-14 09:00:00",4,0,1,2,19.68,23.485,67,22.0028
"4836","2011-11-14 13:00:00",4,0,1,1,24.6,31.06,49,26.0027
"4840","2011-11-14 17:00:00",4,0,1,1,25.42,31.06,46,16.9979
"4843","2011-11-14 20:00:00",4,0,1,1,24.6,31.06,53,23.9994
"4846","2011-11-14 23:00:00",4,0,1,1,22.96,26.515,64,19.9995
"4848","2011-11-15 01:00:00",4,0,1,1,22.96,26.515,60,19.9995
"4852","2011-11-15 05:00:00",4,0,1,1,22.14,25.76,68,19.0012
"4859","2011-11-15 12:00:00",4,0,1,2,22.14,25.76,68,0
"4864","2011-11-15 17:00:00",4,0,1,2,20.5,24.24,72,12.998
"4866","2011-11-15 19:00:00",4,0,1,2,20.5,24.24,72,23.9994
"4871","2011-11-16 00:00:00",4,0,1,2,18.86,22.725,94,0
"4872","2011-11-16 01:00:00",4,0,1,3,18.86,22.725,94,6.0032
"4877","2011-11-16 06:00:00",4,0,1,2,18.86,22.725,94,6.0032
"4886","2011-11-16 15:00:00",4,0,1,3,19.68,23.485,94,7.0015
"4892","2011-11-16 21:00:00",4,0,1,3,18.04,21.97,88,19.0012
"4893","2011-11-16 22:00:00",4,0,1,3,17.22,21.21,88,15.0013
"4902","2011-11-17 07:00:00",4,0,1,3,13.94,15.91,61,19.0012
"4904","2011-11-17 09:00:00",4,0,1,2,13.94,15.15,61,22.0028
"4909","2011-11-17 14:00:00",4,0,1,2,13.94,15.15,49,26.0027
"4911","2011-11-17 16:00:00",4,0,1,1,13.12,14.395,39,27.9993
"4912","2011-11-17 17:00:00",4,0,1,1,13.12,14.395,42,26.0027
"4913","2011-11-17 18:00:00",4,0,1,1,13.12,15.91,39,12.998
"4919","2011-11-18 00:00:00",4,0,1,1,10.66,12.88,48,11.0014
"4928","2011-11-18 09:00:00",4,0,1,1,10.66,12.88,41,12.998
"4929","2011-11-18 10:00:00",4,0,1,1,10.66,12.12,41,19.0012
"4939","2011-11-18 20:00:00",4,0,1,1,11.48,13.635,48,12.998
"4949","2011-11-19 06:00:00",4,0,0,1,9.84,10.605,60,22.0028
"4958","2011-11-19 15:00:00",4,0,0,1,17.22,21.21,41,12.998
"4962","2011-11-19 19:00:00",4,0,0,2,13.94,16.665,71,8.9981
"4967","2011-12-01 00:00:00",4,0,1,1,11.48,12.88,52,22.0028
"4968","2011-12-01 01:00:00",4,0,1,1,10.66,12.12,60,19.0012
"4976","2011-12-01 09:00:00",4,0,1,1,12.3,13.635,52,22.0028
"4979","2011-12-01 12:00:00",4,0,1,1,14.76,17.425,46,15.0013
"5002","2011-12-02 11:00:00",4,0,1,1,13.94,16.665,66,11.0014
"5007","2011-12-02 16:00:00",4,0,1,1,17.22,21.21,41,6.0032
"5009","2011-12-02 18:00:00",4,0,1,1,16.4,20.455,50,0
"5010","2011-12-02 19:00:00",4,0,1,1,13.94,15.91,53,16.9979
"5026","2011-12-03 11:00:00",4,0,0,1,13.12,16.665,57,6.0032
"5031","2011-12-03 16:00:00",4,0,0,1,15.58,19.695,46,0
"5039","2011-12-04 00:00:00",4,0,0,1,12.3,15.91,70,7.0015
"5043","2011-12-04 04:00:00",4,0,0,1,10.66,15.15,87,0
"5060","2011-12-04 21:00:00",4,0,0,1,14.76,18.18,81,7.0015
"5065","2011-12-05 02:00:00",4,0,1,1,13.12,17.425,87,0
"5069","2011-12-05 06:00:00",4,0,1,1,12.3,15.91,93,6.0032
"5071","2011-12-05 08:00:00",4,0,1,1,13.12,17.425,93,0
"5075","2011-12-05 12:00:00",4,0,1,2,16.4,20.455,76,7.0015
"5077","2011-12-05 14:00:00",4,0,1,2,18.86,22.725,67,0
"5081","2011-12-05 18:00:00",4,0,1,1,18.04,21.97,77,0
"5084","2011-12-05 21:00:00",4,0,1,2,18.04,21.97,88,6.0032
"5085","2011-12-05 22:00:00",4,0,1,2,18.04,21.97,88,8.9981
"5098","2011-12-06 11:00:00",4,0,1,3,18.86,22.725,94,16.9979
"5100","2011-12-06 13:00:00",4,0,1,3,18.86,22.725,100,12.998
"5102","2011-12-06 15:00:00",4,0,1,3,20.5,24.24,100,12.998
"5105","2011-12-06 18:00:00",4,0,1,2,18.86,22.725,100,19.0012
"5120","2011-12-07 09:00:00",4,0,1,3,18.04,21.97,100,16.9979
"5123","2011-12-07 12:00:00",4,0,1,3,18.04,21.97,100,8.9981
"5136","2011-12-08 01:00:00",4,0,1,1,10.66,11.365,81,23.9994
"5140","2011-12-08 05:00:00",4,0,1,1,9.02,10.605,64,15.0013
"5143","2011-12-08 08:00:00",4,0,1,1,9.02,10.605,55,19.0012
"5144","2011-12-08 09:00:00",4,0,1,1,9.84,10.605,52,26.0027
"5145","2011-12-08 10:00:00",4,0,1,1,10.66,11.365,52,22.0028
"5157","2011-12-08 22:00:00",4,0,1,1,10.66,13.635,65,8.9981
"5164","2011-12-09 05:00:00",4,0,1,1,9.02,13.635,80,0
"5165","2011-12-09 06:00:00",4,0,1,1,9.02,12.88,80,6.0032
"5166","2011-12-09 07:00:00",4,0,1,1,9.02,12.88,75,6.0032
"5170","2011-12-09 11:00:00",4,0,1,1,13.12,15.15,70,16.9979
"5177","2011-12-09 18:00:00",4,0,1,1,13.94,18.18,61,0
"5184","2011-12-10 01:00:00",4,0,0,2,10.66,12.88,70,11.0014
"5185","2011-12-10 02:00:00",4,0,0,2,11.48,15.15,61,6.0032
"5192","2011-12-10 09:00:00",4,0,0,1,11.48,12.88,61,19.0012
"5193","2011-12-10 10:00:00",4,0,0,1,13.12,15.15,57,16.9979
"5197","2011-12-10 14:00:00",4,0,0,1,13.94,15.15,31,22.0028
"5200","2011-12-10 17:00:00",4,0,0,1,11.48,12.88,36,22.0028
"5218","2011-12-11 11:00:00",4,0,0,1,10.66,15.15,35,0
"5220","2011-12-11 13:00:00",4,0,0,1,12.3,16.665,31,0
"5231","2011-12-12 00:00:00",4,0,1,1,8.2,11.365,69,6.0032
"5232","2011-12-12 01:00:00",4,0,1,1,8.2,12.88,69,0
"5245","2011-12-12 14:00:00",4,0,1,2,13.12,16.665,53,8.9981
"5248","2011-12-12 17:00:00",4,0,1,2,12.3,16.665,56,0
"5249","2011-12-12 18:00:00",4,0,1,1,12.3,15.91,56,6.0032
"5252","2011-12-12 21:00:00",4,0,1,1,10.66,15.15,81,0
"5253","2011-12-12 22:00:00",4,0,1,1,10.66,15.15,70,0
"5258","2011-12-13 03:00:00",4,0,1,1,7.38,12.12,80,0
"5260","2011-12-13 05:00:00",4,0,1,1,7.38,12.12,86,0
"5261","2011-12-13 06:00:00",4,0,1,1,8.2,12.88,80,0
"5262","2011-12-13 07:00:00",4,0,1,1,6.56,8.335,80,11.0014
"5268","2011-12-13 13:00:00",4,0,1,1,16.4,20.455,37,22.0028
"5271","2011-12-13 16:00:00",4,0,1,1,15.58,19.695,37,16.9979
"5276","2011-12-13 21:00:00",4,0,1,1,12.3,15.15,52,11.0014
"5277","2011-12-13 22:00:00",4,0,1,1,12.3,15.15,52,11.0014
"5311","2011-12-15 08:00:00",4,0,1,2,13.94,15.91,66,15.0013
"5316","2011-12-15 13:00:00",4,0,1,2,20.5,24.24,55,23.9994
"5318","2011-12-15 15:00:00",4,0,1,3,21.32,25,55,15.0013
"5323","2011-12-15 20:00:00",4,0,1,1,21.32,25,59,22.0028
"5324","2011-12-15 21:00:00",4,0,1,1,20.5,24.24,63,19.9995
"5337","2011-12-16 10:00:00",4,0,1,1,13.94,15.15,46,19.9995
"5341","2011-12-16 14:00:00",4,0,1,2,13.94,15.91,42,15.0013
"5342","2011-12-16 15:00:00",4,0,1,2,13.12,15.15,45,19.9995
"5343","2011-12-16 16:00:00",4,0,1,2,13.12,15.15,45,15.0013
"5348","2011-12-16 21:00:00",4,0,1,2,13.12,15.91,45,11.0014
"5350","2011-12-16 23:00:00",4,0,1,2,12.3,15.15,49,8.9981
"5361","2011-12-17 10:00:00",4,0,0,2,10.66,12.12,52,19.0012
"5365","2011-12-17 14:00:00",4,0,0,1,11.48,12.88,45,23.9994
"5368","2011-12-17 17:00:00",4,0,0,1,10.66,12.88,48,15.0013
"5374","2011-12-17 23:00:00",4,0,0,1,8.2,11.365,75,0
"5379","2011-12-18 04:00:00",4,0,0,1,9.02,10.605,55,15.0013
"5380","2011-12-18 05:00:00",4,0,0,1,8.2,11.365,59,7.0015
