"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"2192","2011-05-18 05:00:00",2,0,1,1,21.32,25,100,15.0013,0,9,9
"8548","2012-07-17 12:00:00",3,0,1,2,36.9,40.91,35,0,80,174,254
"2541","2011-06-13 18:00:00",2,0,1,1,28.7,31.82,37,23.9994,76,510,586
"5615","2012-01-09 01:00:00",1,0,1,1,9.84,12.12,60,8.9981,1,4,5
"1295","2011-03-18 19:00:00",1,0,1,1,27.06,31.06,44,8.9981,58,132,190
"1416","2011-04-04 20:00:00",2,0,1,2,28.7,31.82,24,36.9974,40,133,173
"1597","2011-04-12 10:00:00",2,0,1,3,20.5,24.24,82,27.9993,6,34,40
"5256","2011-12-13 01:00:00",4,0,1,1,8.2,12.88,80,0,0,4,4
"10840","2012-12-18 01:00:00",4,0,1,2,18.04,21.97,94,8.9981,0,15,15
"7309","2012-05-03 21:00:00",2,0,1,1,25.42,29.545,78,8.9981,42,257,299
"10755","2012-12-14 12:00:00",4,0,1,1,14.76,17.425,50,12.998,29,244,273
"9482","2012-09-18 10:00:00",3,0,1,3,27.88,31.82,79,43.0006,30,130,160
"2423","2011-06-08 20:00:00",2,0,1,1,32.8,39.395,63,8.9981,55,225,280
"4581","2011-11-03 22:00:00",4,0,1,1,16.4,20.455,82,0,21,116,137
"4544","2011-11-02 09:00:00",4,0,1,1,13.94,18.18,87,0,15,213,228
"2105","2011-05-14 14:00:00",2,0,0,2,22.14,25.76,94,8.9981,57,159,216
"1810","2011-05-02 07:00:00",2,0,1,2,18.86,22.725,82,22.0028,16,193,209
"4409","2011-10-15 17:00:00",4,0,0,1,23.78,27.275,32,19.0012,177,264,441
"5604","2012-01-08 14:00:00",1,0,0,1,16.4,20.455,40,12.998,75,253,328
"9313","2012-09-11 09:00:00",3,0,1,1,24.6,31.06,49,0,35,323,358
"10882","2012-12-19 19:00:00",4,0,1,1,15.58,19.695,50,26.0027,7,329,336
"3407","2011-08-11 20:00:00",3,0,1,1,29.52,32.575,37,8.9981,56,232,288
"8820","2012-08-09 20:00:00",3,0,1,1,28.7,32.575,54,19.0012,91,387,478
"7714","2012-06-01 18:00:00",2,0,1,3,25.42,28.03,88,23.9994,10,100,110
"4451","2011-10-17 11:00:00",4,0,1,1,22.96,26.515,43,0,35,131,166
"4604","2011-11-04 21:00:00",4,0,1,1,13.94,15.91,46,16.9979,8,115,123
"6985","2012-04-09 08:00:00",2,0,1,1,18.04,21.97,30,12.998,22,595,617
"8307","2012-07-07 11:00:00",3,0,0,1,38.54,43.94,38,12.998,122,245,367
"8918","2012-08-13 22:00:00",3,0,1,1,29.52,34.09,62,22.0028,44,148,192
"5336","2011-12-16 09:00:00",4,0,1,1,14.76,16.665,46,26.0027,8,235,243
"5566","2012-01-07 00:00:00",1,0,0,1,14.76,17.425,50,11.0014,2,77,79
"108","2011-01-05 16:00:00",1,0,1,1,12.3,15.91,28,6.0032,4,85,89
"10222","2012-11-11 07:00:00",4,0,0,1,12.3,15.91,89,6.0032,12,56,68
"5030","2011-12-03 15:00:00",4,0,0,1,15.58,19.695,46,0,100,237,337
"3258","2011-08-05 15:00:00",3,0,1,1,31.16,34.85,55,16.9979,50,160,210
"6366","2012-03-02 11:00:00",1,0,1,1,15.58,19.695,46,12.998,40,154,194
"4638","2011-11-06 07:00:00",4,0,0,1,10.66,13.635,87,7.0015,4,24,28
"9531","2012-10-01 11:00:00",4,0,1,1,23.78,27.275,46,0,76,196,272
"5301","2011-12-14 22:00:00",4,0,1,1,13.94,16.665,66,11.0014,5,99,104
"623","2011-02-09 02:00:00",1,0,1,1,3.28,3.79,38,19.0012,1,2,3
"3464","2011-08-14 05:00:00",3,0,0,2,26.24,28.03,94,11.0014,1,9,10
"2407","2011-06-08 04:00:00",2,0,1,1,25.42,28.79,83,0,0,6,6
"2244","2011-06-01 09:00:00",2,0,1,2,30.34,35.605,74,15.0013,34,173,207
"6774","2012-03-19 12:00:00",1,0,1,1,24.6,30.305,64,16.9979,71,211,282
"1988","2011-05-09 17:00:00",2,0,1,1,25.42,31.06,38,16.9979,59,539,598
"8013","2012-06-14 05:00:00",2,0,1,2,24.6,31.06,56,16.9979,0,40,40
"9231","2012-09-07 23:00:00",3,0,1,1,27.06,29.545,89,16.9979,28,220,248
"3214","2011-08-03 19:00:00",3,0,1,3,28.7,33.335,84,0,51,270,321
"481","2011-02-03 02:00:00",1,0,1,1,7.38,8.335,43,16.9979,0,2,2
"10242","2012-11-12 03:00:00",4,1,0,1,16.4,20.455,76,8.9981,1,3,4
"3434","2011-08-12 23:00:00",3,0,1,1,27.88,31.82,51,0,51,100,151
"7611","2012-05-16 11:00:00",2,0,1,1,28.7,32.575,54,8.9981,55,212,267
"5923","2012-02-02 23:00:00",1,0,1,1,13.12,15.15,49,16.9979,0,61,61
"7348","2012-05-05 12:00:00",2,0,0,1,29.52,33.335,58,7.0015,220,330,550
"1467","2011-04-06 23:00:00",2,0,1,1,18.86,22.725,41,19.9995,11,29,40
"4428","2011-10-16 12:00:00",4,0,0,1,23.78,27.275,35,16.9979,167,277,444
"7036","2012-04-11 12:00:00",2,0,1,2,14.76,16.665,46,26.0027,35,147,182
"7513","2012-05-12 09:00:00",2,0,0,1,22.14,25.76,49,0,87,248,335
"10805","2012-12-16 14:00:00",4,0,0,2,15.58,19.695,76,8.9981,50,260,310
"258","2011-01-12 02:00:00",1,0,1,1,5.74,7.575,86,8.9981,0,1,1
"10869","2012-12-19 06:00:00",4,0,1,1,9.84,12.88,75,6.0032,3,109,112
"3217","2011-08-03 22:00:00",3,0,1,3,27.88,31.82,89,7.0015,11,66,77
"86","2011-01-04 17:00:00",1,0,1,1,11.48,13.635,48,15.0013,10,202,212
"6445","2012-03-05 18:00:00",1,0,1,3,11.48,11.365,55,43.9989,12,363,375
"8010","2012-06-14 02:00:00",2,0,1,2,25.42,31.06,53,16.9979,1,8,9
"8516","2012-07-16 04:00:00",3,0,1,1,27.88,31.82,79,7.0015,1,11,12
"3275","2011-08-06 08:00:00",3,0,0,1,27.88,31.82,83,11.0014,27,94,121
"3894","2011-09-13 06:00:00",3,0,1,1,22.96,26.515,88,7.0015,6,116,122
"3683","2011-09-04 08:00:00",3,0,0,1,27.06,30.305,78,11.0014,21,49,70
"6324","2012-02-19 17:00:00",1,0,0,2,12.3,14.395,49,16.9979,22,135,157
"6194","2012-02-14 07:00:00",1,0,1,2,9.84,12.88,60,6.0032,4,276,280
"3097","2011-07-17 22:00:00",3,0,0,1,29.52,34.09,66,15.0013,65,116,181
"4814","2011-11-13 15:00:00",4,0,0,2,20.5,24.24,42,22.0028,89,221,310
"3765","2011-09-07 19:00:00",3,0,1,2,26.24,28.79,89,0,14,212,226
"2654","2011-06-18 11:00:00",2,0,0,1,29.52,34.09,62,8.9981,134,270,404
"10425","2012-11-19 18:00:00",4,0,1,2,16.4,20.455,58,16.9979,21,559,580
"3808","2011-09-09 15:00:00",3,0,1,1,30.34,34.85,66,0,27,161,188
"2605","2011-06-16 10:00:00",2,0,1,2,27.06,31.06,61,16.9979,18,103,121
"6800","2012-04-01 14:00:00",2,0,0,2,19.68,23.485,55,15.0013,283,278,561
"10529","2012-12-05 02:00:00",4,0,1,1,18.86,22.725,67,11.0014,2,7,9
"1398","2011-04-04 02:00:00",2,0,1,1,15.58,19.695,66,16.9979,1,1,2
"2922","2011-07-10 15:00:00",3,0,0,1,34.44,37.12,39,19.0012,142,219,361
"9962","2012-10-19 10:00:00",4,0,1,2,23.78,27.275,88,12.998,26,198,224
"6708","2012-03-16 18:00:00",1,0,1,3,19.68,23.485,82,6.0032,31,377,408
"5891","2012-02-01 15:00:00",1,0,1,1,24.6,31.06,35,19.0012,25,169,194
"3976","2011-09-16 16:00:00",3,0,1,2,21.32,25,48,11.0014,67,291,358
"6582","2012-03-11 12:00:00",1,0,0,1,16.4,20.455,37,19.9995,146,264,410
"4626","2011-11-05 19:00:00",4,0,0,1,13.94,18.18,53,0,45,159,204
"3353","2011-08-09 14:00:00",3,0,1,1,35.26,39.395,44,19.0012,53,95,148
"10700","2012-12-12 05:00:00",4,0,1,1,10.66,12.88,60,12.998,0,37,37
"10614","2012-12-08 15:00:00",4,0,0,1,17.22,21.21,82,11.0014,167,374,541
"6063","2012-02-08 20:00:00",1,0,1,3,9.84,12.12,87,8.9981,3,122,125
"10760","2012-12-14 17:00:00",4,0,1,1,13.94,16.665,57,11.0014,40,582,622
"4007","2011-09-17 23:00:00",3,0,0,1,18.86,22.725,82,11.0014,36,100,136
"9150","2012-09-04 14:00:00",3,0,1,1,32.8,37.88,55,27.9993,72,202,274
"2304","2011-06-03 21:00:00",2,0,1,1,26.24,31.06,29,7.0015,51,196,247
"9631","2012-10-05 15:00:00",4,0,1,1,29.52,32.575,39,16.9979,150,320,470
"3352","2011-08-09 13:00:00",3,0,1,1,34.44,39.395,49,11.0014,48,127,175
"2711","2011-07-01 20:00:00",3,0,1,1,29.52,32.575,42,15.0013,84,185,269
"945","2011-03-03 19:00:00",1,0,1,1,8.2,9.85,40,16.9979,5,101,106
"738","2011-02-14 02:00:00",1,0,1,1,14.76,16.665,40,19.9995,0,2,2
"5712","2012-01-13 03:00:00",1,0,1,1,14.76,16.665,87,16.9979,3,4,7
"5107","2011-12-06 20:00:00",4,0,1,3,18.86,22.725,100,19.9995,3,107,110
"7105","2012-04-14 09:00:00",2,0,0,1,17.22,21.21,54,8.9981,59,206,265
"9697","2012-10-08 09:00:00",4,1,0,2,15.58,19.695,66,11.0014,59,273,332
"8737","2012-08-06 09:00:00",3,0,1,3,28.7,33.335,79,11.0014,28,248,276
"8848","2012-08-11 00:00:00",3,0,0,1,28.7,32.575,70,19.0012,38,142,180
"1279","2011-03-18 02:00:00",1,0,1,1,16.4,20.455,62,12.998,5,9,14
"5782","2012-01-16 01:00:00",1,1,0,1,5.74,8.335,43,7.0015,2,18,20
"10687","2012-12-11 16:00:00",4,0,1,2,15.58,19.695,50,15.0013,24,334,358
"1618","2011-04-13 07:00:00",2,0,1,3,14.76,17.425,100,15.0013,3,67,70
"8604","2012-07-19 20:00:00",3,0,1,1,33.62,38.635,49,11.0014,65,440,505
"5764","2012-01-15 07:00:00",1,0,0,1,4.92,6.06,54,19.0012,3,14,17
"6170","2012-02-13 07:00:00",1,0,1,1,4.1,5.305,54,12.998,1,194,195
"8358","2012-07-09 14:00:00",3,0,1,2,30.34,34.09,55,16.9979,58,184,242
"2004","2011-05-10 09:00:00",2,0,1,2,21.32,25,48,7.0015,29,176,205
"58","2011-01-03 12:00:00",1,0,1,1,9.02,10.605,35,19.9995,13,48,61
"9538","2012-10-01 18:00:00",4,0,1,3,22.96,26.515,64,7.0015,42,571,613
"9803","2012-10-12 19:00:00",4,0,1,1,17.22,21.21,41,15.0013,40,453,493
"4039","2011-09-19 07:00:00",3,0,1,2,20.5,24.24,82,15.0013,20,312,332
"6475","2012-03-07 00:00:00",1,0,1,1,11.48,12.88,65,19.0012,3,12,15
"5931","2012-02-03 07:00:00",1,0,1,1,9.84,11.365,65,15.0013,10,216,226
"3266","2011-08-05 23:00:00",3,0,1,1,27.88,31.82,69,15.0013,37,102,139
"2081","2011-05-13 14:00:00",2,0,1,2,21.32,25,87,19.0012,70,120,190
"3905","2011-09-13 17:00:00",3,0,1,1,30.34,33.335,51,15.0013,72,507,579
"9377","2012-09-14 01:00:00",3,0,1,1,22.96,26.515,73,6.0032,6,35,41
"7805","2012-06-05 13:00:00",2,0,1,2,24.6,31.06,46,11.0014,66,201,267
"4573","2011-11-03 14:00:00",4,0,1,1,21.32,25,52,11.0014,32,120,152
"660","2011-02-10 17:00:00",1,0,1,1,7.38,9.09,26,12.998,6,159,165
"533","2011-02-05 08:00:00",1,0,0,3,8.2,11.365,100,6.0032,0,10,10
"3850","2011-09-11 09:00:00",3,0,0,1,27.06,31.06,74,0,59,168,227
"4734","2011-11-10 07:00:00",4,0,1,2,15.58,19.695,94,11.0014,6,266,272
"760","2011-02-15 00:00:00",1,0,1,1,12.3,13.635,49,27.9993,7,12,19
"10810","2012-12-16 19:00:00",4,0,0,1,14.76,17.425,93,8.9981,10,99,109
"5236","2011-12-12 05:00:00",4,0,1,1,6.56,11.365,80,0,0,21,21
"1121","2011-03-11 08:00:00",1,0,1,1,11.48,13.635,70,16.9979,15,244,259
"1726","2011-04-17 19:00:00",2,0,0,1,22.96,26.515,30,19.9995,75,135,210
"9081","2012-09-01 17:00:00",3,0,0,2,33.62,38.635,52,0,205,258,463
"97","2011-01-05 05:00:00",1,0,1,1,9.02,11.365,47,11.0014,0,3,3
"6319","2012-02-19 12:00:00",1,0,0,2,11.48,13.635,52,16.9979,71,184,255
"4800","2011-11-13 01:00:00",4,0,0,2,14.76,17.425,66,12.998,13,58,71
"4593","2011-11-04 10:00:00",4,0,1,2,17.22,21.21,71,22.0028,19,115,134
"4263","2011-10-09 15:00:00",4,0,0,1,27.88,31.82,51,11.0014,198,209,407
"10435","2012-12-01 04:00:00",4,0,0,1,10.66,14.395,81,6.0032,0,5,5
"7640","2012-05-17 16:00:00",2,0,1,1,27.06,31.06,31,12.998,86,344,430
"2680","2011-06-19 13:00:00",2,0,0,2,30.34,33.335,51,0,149,214,363
"7556","2012-05-14 04:00:00",2,0,1,2,22.14,25.76,77,15.0013,3,3,6
"2856","2011-07-07 21:00:00",3,0,1,1,30.34,34.09,62,11.0014,39,170,209
"643","2011-02-09 23:00:00",1,0,1,3,6.56,7.575,80,12.998,0,37,37
"7904","2012-06-09 16:00:00",2,0,0,1,33.62,34.85,24,12.998,219,315,534
"5795","2012-01-16 14:00:00",1,1,0,1,9.84,10.605,44,26.0027,23,158,181
"1313","2011-03-19 13:00:00",1,0,0,1,20.5,24.24,34,31.0009,174,127,301
"2786","2011-07-04 23:00:00",3,1,0,2,29.52,34.09,70,7.0015,44,94,138
"7700","2012-06-01 04:00:00",2,0,1,2,25.42,29.545,73,6.0032,1,5,6
"6458","2012-03-06 07:00:00",1,0,1,1,6.56,9.09,55,8.9981,5,270,275
"1771","2011-04-19 16:00:00",2,0,1,1,22.96,26.515,52,19.9995,30,162,192
"3203","2011-08-03 08:00:00",3,0,1,2,30.34,33.335,51,11.0014,29,408,437
"4819","2011-11-13 20:00:00",4,0,0,1,20.5,24.24,31,23.9994,24,115,139
"4959","2011-11-19 16:00:00",4,0,0,1,17.22,21.21,38,19.9995,99,188,287
"2001","2011-05-10 06:00:00",2,0,1,1,17.22,21.21,67,8.9981,9,103,112
"1434","2011-04-05 14:00:00",2,0,1,2,14.76,15.91,57,32.9975,9,67,76
"1328","2011-04-01 04:00:00",2,0,1,2,9.84,11.365,93,16.9979,0,3,3
"1671","2011-04-15 12:00:00",2,1,0,1,21.32,25,55,19.0012,45,155,200
"4427","2011-10-16 11:00:00",4,0,0,1,22.96,26.515,35,19.0012,159,218,377
"1637","2011-04-14 02:00:00",2,0,1,1,14.76,17.425,76,8.9981,0,3,3
"5412","2011-12-19 13:00:00",4,0,1,1,13.94,15.15,49,22.0028,15,127,142
"9438","2012-09-16 14:00:00",3,0,0,1,27.06,31.06,39,8.9981,225,410,635
"5219","2011-12-11 12:00:00",4,0,0,1,10.66,15.15,35,0,42,246,288
"8439","2012-07-12 23:00:00",3,0,1,2,28.7,32.575,51,15.0013,33,178,211
"5190","2011-12-10 07:00:00",4,0,0,1,9.84,11.365,65,12.998,0,11,11
"3265","2011-08-05 22:00:00",3,0,1,1,28.7,32.575,65,15.0013,51,137,188
"9721","2012-10-09 09:00:00",4,0,1,2,17.22,21.21,77,15.0013,37,345,382
"1799","2011-05-01 20:00:00",2,0,0,2,18.86,22.725,82,0,35,86,121
"6351","2012-03-01 20:00:00",1,0,1,1,18.04,21.97,44,27.9993,12,242,254
"1930","2011-05-07 07:00:00",2,0,0,1,19.68,23.485,59,0,8,32,40
"9242","2012-09-08 10:00:00",3,0,0,1,30.34,34.85,70,26.0027,100,322,422
"1589","2011-04-12 02:00:00",2,0,1,2,24.6,31.06,53,8.9981,7,7,14
"4639","2011-11-06 08:00:00",4,0,0,2,11.48,15.15,87,6.0032,19,71,90
"828","2011-02-17 22:00:00",1,0,1,1,20.5,24.24,59,19.0012,8,68,76
"509","2011-02-04 08:00:00",1,0,1,1,5.74,7.575,74,8.9981,3,217,220
"10429","2012-11-19 22:00:00",4,0,1,1,13.94,17.425,66,7.0015,7,106,113
"4603","2011-11-04 20:00:00",4,0,1,1,14.76,16.665,43,19.0012,15,171,186
"2878","2011-07-08 19:00:00",3,0,1,1,27.06,30.305,83,6.0032,45,225,270
"6209","2012-02-14 22:00:00",1,0,1,2,14.76,18.18,50,7.0015,5,72,77
"6680","2012-03-15 14:00:00",1,0,1,2,29.52,32.575,30,7.0015,81,177,258
"8429","2012-07-12 13:00:00",3,0,1,1,32.8,34.85,33,15.0013,52,225,277
"2237","2011-06-01 02:00:00",2,0,1,1,28.7,33.335,79,11.0014,0,3,3
"161","2011-01-07 23:00:00",1,0,1,2,7.38,9.85,51,11.0014,1,14,15
"3626","2011-09-01 23:00:00",3,0,1,1,26.24,30.305,65,16.9979,15,111,126
"8118","2012-06-18 14:00:00",2,0,1,2,23.78,27.275,68,12.998,59,160,219
"6934","2012-04-07 05:00:00",2,0,0,1,13.12,15.91,33,11.0014,0,2,2
"6795","2012-04-01 09:00:00",2,0,0,2,14.76,17.425,81,8.9981,102,173,275
"7155","2012-04-16 11:00:00",2,1,0,1,26.24,30.305,65,16.9979,115,136,251
"5087","2011-12-06 00:00:00",4,0,1,2,20.5,24.24,77,19.9995,3,25,28
"3289","2011-08-06 22:00:00",3,0,0,2,28.7,33.335,84,22.0028,24,96,120
"1806","2011-05-02 03:00:00",2,0,1,1,18.04,21.97,77,8.9981,9,7,16
"7292","2012-05-03 04:00:00",2,0,1,2,18.86,22.725,88,16.9979,0,2,2
"2909","2011-07-10 02:00:00",3,0,0,1,27.88,31.82,69,6.0032,28,68,96
"2505","2011-06-12 06:00:00",2,0,0,1,25.42,28.03,88,7.0015,5,9,14
"4765","2011-11-11 14:00:00",4,1,0,1,15.58,19.695,37,31.0009,64,183,247
"4696","2011-11-08 17:00:00",4,0,1,1,21.32,25,43,11.0014,40,459,499
"796","2011-02-16 14:00:00",1,0,1,1,18.86,22.725,28,27.9993,17,65,82
"3985","2011-09-17 01:00:00",3,0,0,1,18.86,22.725,72,7.0015,28,52,80
"6847","2012-04-03 14:00:00",2,0,1,1,22.96,26.515,21,15.0013,120,191,311
"10328","2012-11-15 17:00:00",4,0,1,2,14.76,17.425,57,15.0013,22,541,563
"2839","2011-07-07 04:00:00",3,0,1,1,26.24,28.79,89,7.0015,0,4,4
"6264","2012-02-17 05:00:00",1,0,1,2,11.48,13.635,93,11.0014,0,16,16
"421","2011-01-19 13:00:00",1,0,1,1,16.4,20.455,62,19.0012,11,67,78
"2284","2011-06-03 01:00:00",2,0,1,1,24.6,31.06,38,23.9994,7,15,22
"690","2011-02-12 01:00:00",1,0,0,1,5.74,10.605,86,0,2,22,24
"8991","2012-08-16 23:00:00",3,0,1,1,28.7,32.575,54,7.0015,58,168,226
"5117","2011-12-07 06:00:00",4,0,1,3,19.68,23.485,100,27.9993,0,18,18
"8788","2012-08-08 12:00:00",3,0,1,2,32.8,37.12,52,0,63,217,280
"5242","2011-12-12 11:00:00",4,0,1,2,10.66,14.395,60,6.0032,15,100,115
"4568","2011-11-03 09:00:00",4,0,1,2,14.76,17.425,81,12.998,9,155,164
"225","2011-01-10 15:00:00",1,0,1,2,8.2,9.85,40,15.0013,2,43,45
"5803","2012-01-16 22:00:00",1,1,0,2,12.3,13.635,49,23.9994,4,39,43
"3066","2011-07-16 15:00:00",3,0,0,1,31.16,34.09,45,22.0028,205,223,428
"8866","2012-08-11 18:00:00",3,0,0,2,28.7,33.335,74,19.9995,107,193,300
"4457","2011-10-17 17:00:00",4,0,1,1,22.96,26.515,64,8.9981,80,540,620
"2959","2011-07-12 04:00:00",3,0,1,1,28.7,33.335,79,11.0014,0,6,6
"3414","2011-08-12 03:00:00",3,0,1,1,25.42,31.06,53,11.0014,0,9,9
"8474","2012-07-14 10:00:00",3,0,0,2,29.52,34.09,70,6.0032,123,278,401
"5154","2011-12-08 19:00:00",4,0,1,1,10.66,13.635,56,7.0015,12,220,232
"1969","2011-05-08 22:00:00",2,0,0,1,20.5,24.24,88,6.0032,29,86,115
"647","2011-02-10 04:00:00",1,0,1,2,5.74,6.82,59,15.0013,0,1,1
"9037","2012-08-18 21:00:00",3,0,0,1,27.06,31.06,61,0,90,248,338
"6098","2012-02-10 07:00:00",1,0,1,1,8.2,10.605,59,11.0014,5,225,230
"5906","2012-02-02 06:00:00",1,0,1,3,14.76,18.94,90,0,1,73,74
"9215","2012-09-07 07:00:00",3,0,1,1,26.24,28.79,89,7.0015,21,465,486
"3222","2011-08-04 03:00:00",3,0,1,3,27.06,29.545,94,6.0032,0,3,3
"8617","2012-08-01 09:00:00",3,0,1,2,27.88,31.82,74,6.0032,34,316,350
"6473","2012-03-06 22:00:00",1,0,1,1,11.48,13.635,56,11.0014,5,101,106
"1381","2011-04-03 09:00:00",2,0,0,1,14.76,15.91,50,32.9975,68,74,142
"10808","2012-12-16 17:00:00",4,0,0,2,15.58,19.695,82,7.0015,29,214,243
"2170","2011-05-17 07:00:00",2,0,1,2,21.32,25,94,16.9979,13,138,151
"10157","2012-11-08 14:00:00",4,0,1,1,18.04,21.97,18,27.9993,33,149,182
"5784","2012-01-16 03:00:00",1,1,0,1,4.92,9.85,50,0,0,3,3
"3287","2011-08-06 20:00:00",3,0,0,3,29.52,34.85,79,19.0012,58,79,137
"8783","2012-08-08 07:00:00",3,0,1,2,28.7,33.335,84,11.0014,24,458,482
"9568","2012-10-03 00:00:00",4,0,1,3,25.42,27.275,94,0,5,47,52
"1363","2011-04-02 15:00:00",2,0,0,3,13.94,15.15,76,26.0027,72,64,136
"9965","2012-10-19 13:00:00",4,0,1,1,25.42,29.545,73,15.0013,87,288,375
"5738","2012-01-14 05:00:00",1,0,0,1,5.74,7.575,50,8.9981,0,4,4
"8165","2012-07-01 13:00:00",3,0,0,1,37.72,41.665,33,16.9979,111,309,420
"797","2011-02-16 15:00:00",1,0,1,1,18.86,22.725,28,27.9993,35,82,117
"2048","2011-05-12 05:00:00",2,0,1,1,17.22,21.21,94,8.9981,2,27,29
"10537","2012-12-05 10:00:00",4,0,1,2,18.04,21.97,47,23.9994,14,127,141
"1322","2011-03-19 22:00:00",1,0,0,1,16.4,20.455,37,22.0028,27,45,72
"2064","2011-05-12 21:00:00",2,0,1,1,22.96,26.515,83,8.9981,31,192,223
"304","2011-01-14 02:00:00",1,0,1,1,4.1,6.06,54,8.9981,0,1,1
"2568","2011-06-14 21:00:00",2,0,1,1,24.6,31.06,56,19.9995,37,206,243
"5551","2012-01-06 09:00:00",1,0,1,1,9.84,12.12,70,11.0014,4,237,241
"5762","2012-01-15 05:00:00",1,0,0,2,6.56,6.82,47,22.0028,0,5,5
"9463","2012-09-17 15:00:00",3,0,1,2,26.24,30.305,65,16.9979,82,256,338
"8683","2012-08-04 03:00:00",3,0,0,1,29.52,35.605,84,8.9981,11,19,30
"3440","2011-08-13 05:00:00",3,0,0,1,26.24,30.305,73,7.0015,3,15,18
"8709","2012-08-05 05:00:00",3,0,0,1,29.52,34.85,74,16.9979,1,18,19
"407","2011-01-18 22:00:00",1,0,1,2,9.02,12.88,93,6.0032,0,33,33
"2466","2011-06-10 15:00:00",2,0,1,1,34.44,37.88,44,7.0015,49,163,212
"7991","2012-06-13 07:00:00",2,0,1,1,24.6,28.03,83,19.9995,25,480,505
"3251","2011-08-05 08:00:00",3,0,1,1,28.7,32.575,65,15.0013,39,415,454
"360","2011-01-16 11:00:00",1,0,0,1,9.84,11.365,44,16.9979,23,70,93
"7988","2012-06-13 04:00:00",2,0,1,1,24.6,28.03,83,8.9981,1,9,10
"8234","2012-07-04 10:00:00",3,1,0,1,32.8,36.365,46,0,143,304,447
"4394","2011-10-15 02:00:00",4,0,0,1,18.86,22.725,59,12.998,17,39,56
"6615","2012-03-12 21:00:00",1,0,1,2,22.14,25.76,56,15.0013,22,183,205
"5995","2012-02-05 23:00:00",1,0,0,1,9.84,12.12,70,8.9981,4,38,42
"9758","2012-10-10 22:00:00",4,0,1,1,18.86,22.725,55,19.9995,27,170,197
"6256","2012-02-16 21:00:00",1,0,1,2,13.94,17.425,81,7.0015,3,142,145
"1184","2011-03-14 00:00:00",1,0,1,1,10.66,13.635,65,7.0015,4,7,11
"4775","2011-11-12 00:00:00",4,0,0,1,9.84,12.12,60,8.9981,12,52,64
"2013","2011-05-10 18:00:00",2,0,1,1,26.24,31.06,29,8.9981,70,480,550
"3712","2011-09-05 13:00:00",3,1,0,2,30.34,34.85,70,8.9981,154,235,389
"1463","2011-04-06 19:00:00",2,0,1,1,20.5,24.24,31,19.9995,36,196,232
"6481","2012-03-07 06:00:00",1,0,1,1,11.48,12.88,61,26.0027,4,104,108
"8579","2012-07-18 19:00:00",3,0,1,2,31.16,35.605,62,7.0015,78,438,516
"8881","2012-08-12 09:00:00",3,0,0,1,28.7,32.575,48,15.0013,64,153,217
"8910","2012-08-13 14:00:00",3,0,1,1,32.8,34.85,33,7.0015,85,163,248
"7117","2012-04-14 21:00:00",2,0,0,2,22.96,26.515,43,8.9981,53,167,220
"2988","2011-07-13 09:00:00",3,0,1,1,33.62,37.12,41,12.998,23,163,186
"3537","2011-08-17 06:00:00",3,0,1,1,25.42,29.545,78,0,4,101,105
"9490","2012-09-18 18:00:00",3,0,1,2,24.6,27.275,88,11.0014,19,262,281
"3493","2011-08-15 10:00:00",3,0,1,1,27.88,31.82,69,19.0012,54,87,141
"974","2011-03-05 00:00:00",1,0,0,2,11.48,14.395,81,7.0015,4,15,19
"1541","2011-04-10 01:00:00",2,0,0,2,15.58,19.695,87,8.9981,6,31,37
"10274","2012-11-13 11:00:00",4,0,1,1,13.12,15.15,70,16.9979,22,133,155
"3259","2011-08-05 16:00:00",3,0,1,1,32.8,37.12,49,16.9979,76,254,330
"8220","2012-07-03 20:00:00",3,0,1,3,31.16,34.85,55,32.9975,80,296,376
"10528","2012-12-05 01:00:00",4,0,1,1,21.32,25,55,22.0028,0,11,11
"355","2011-01-16 06:00:00",1,0,0,2,10.66,12.88,56,11.0014,0,1,1
"8171","2012-07-01 19:00:00",3,0,0,1,34.44,37.12,39,8.9981,103,279,382
"834","2011-02-18 04:00:00",1,0,1,1,18.86,22.725,67,16.9979,0,1,1
"9430","2012-09-16 06:00:00",3,0,0,1,20.5,24.24,72,0,9,26,35
"6404","2012-03-04 01:00:00",1,0,0,2,15.58,19.695,34,12.998,16,60,76
"1920","2011-05-06 21:00:00",2,0,1,1,19.68,23.485,67,8.9981,22,130,152
"4834","2011-11-14 11:00:00",4,0,1,2,22.14,25.76,60,19.0012,22,106,128
"3133","2011-07-19 10:00:00",3,0,1,2,33.62,39.395,56,11.0014,29,112,141
"3758","2011-09-07 12:00:00",3,0,1,3,22.96,26.515,94,0,1,21,22
"10060","2012-11-04 12:00:00",4,0,0,1,15.58,19.695,46,15.0013,150,354,504
"5","2011-01-01 04:00:00",1,0,0,1,9.84,14.395,75,0,0,1,1
"4717","2011-11-09 14:00:00",4,0,1,1,21.32,25,48,11.0014,26,153,179
"3773","2011-09-08 04:00:00",3,0,1,2,25.42,27.275,94,6.0032,0,3,3
"492","2011-02-03 14:00:00",1,0,1,1,9.02,9.85,37,26.0027,4,43,47
"1536","2011-04-09 20:00:00",2,0,0,2,15.58,19.695,87,11.0014,19,74,93
"8495","2012-07-15 07:00:00",3,0,0,1,28.7,33.335,79,6.0032,17,30,47
"2171","2011-05-17 08:00:00",2,0,1,2,21.32,25,94,19.9995,22,325,347
